% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
0.767	0	0	77	8	59	28	9422	0	0	0
0.768	0	0	77	9	64	28	9422	0	0	0
0.769	0	0	77	10	24	28	9422	0	0	0
0.77	0	0	78	1	33	28	9422	0	0	0
0.771	0	0	78	2	66	28	9422	0	0	0
0.772	0	0	78	3	68	28	9422	0	0	0
0.773	0	0	78	4	9	28	9422	0	0	0
0.774	0	0	78	5	27	28	9422	0	0	0
0.775	0	0	78	6	52	28	9422	0	0	0
0.776	0	0	78	7	10	28	9422	0	0	0
0.777	0	0	78	8	47	28	9422	0	0	0
0.778	0	0	78	9	49	28	9422	0	0	0
0.779	0	0	78	10	12	28	9422	0	0	0
0.78	0	0	79	1	40	28	9422	0	0	0
0.781	0	0	79	2	46	28	9422	0	0	0
0.782	0	0	79	3	7	28	9422	0	0	0
0.783	0	0	79	4	65	28	9422	0	0	0
0.784	0	0	79	5	42	28	9422	0	0	0
0.785	0	0	79	6	1	28	9422	0	0	0
0.786	0	0	79	7	16	28	9422	0	0	0
0.787	0	0	79	8	40	28	9422	0	0	0
0.788	0	0	79	9	24	28	9422	0	0	0
0.789	0	0	79	10	32	28	9422	0	0	0
0.79	0	0	80	1	22	28	9422	0	0	0
0.791	0	0	80	2	28	28	9422	0	0	0
0.792	0	0	80	3	8	28	9422	0	0	0
0.793	0	0	80	4	11	28	9422	0	0	0
0.794	0	0	80	5	40	28	9422	0	0	0
0.795	0	0	80	6	44	28	9422	0	0	0
0.796	0	0	80	7	15	28	9422	0	0	0
0.797	0	0	80	8	47	28	9422	0	0	0
0.798	0	0	80	9	29	28	9422	0	0	0
0.799	0	0	80	10	45	28	9422	0	0	0
0.8	0	0	81	1	14	28	9422	0	0	0
0.801	0	0	81	2	26	28	9422	0	0	0
0.802	0	0	81	3	58	28	9422	0	0	0
0.803	0	0	81	4	24	28	9422	0	0	0
0.804	0	0	81	5	4	28	9422	0	0	0
0.805	0	0	81	6	27	28	9422	0	0	0
0.806	0	0	81	7	61	28	9422	0	0	0
0.807	0	0	81	8	63	28	9422	0	0	0
0.808	0	0	81	9	59	28	9422	0	0	0
0.809	0	0	81	10	64	28	9422	0	0	0
0.81	0	0	82	1	33	28	9422	0	0	0
0.811	0	0	82	2	66	28	9422	0	0	0
0.812	0	0	82	3	47	28	9422	0	0	0
0.813	0	0	82	4	68	28	9422	0	0	0
0.814	0	0	82	5	19	28	9422	0	0	0
0.815	0	0	82	6	53	28	9422	0	0	0
0.816	0	0	82	7	40	28	9422	0	0	0
0.817	0	0	82	8	9	28	9422	0	0	0
0.818	0	0	82	9	52	28	9422	0	0	0
0.819	0	0	82	10	10	28	9422	0	0	0
0.82	0	0	83	1	49	28	9422	0	0	0
0.821	0	0	83	2	12	28	9422	0	0	0
0.822	0	0	83	3	46	28	9422	0	0	0
0.823	0	0	83	4	7	28	9422	0	0	0
0.824	0	0	83	5	65	28	9422	0	0	0
0.825	0	0	83	6	42	28	9422	0	0	0
0.826	0	0	83	7	1	28	9422	0	0	0
0.827	0	0	83	8	16	28	9422	0	0	0
0.828	0	0	83	9	32	28	9422	0	0	0
0.829	0	0	83	10	22	28	9422	0	0	0
0.83	0	0	84	1	15	28	9422	0	0	0
0.831	0	0	84	2	28	28	9422	0	0	0
0.832	0	0	84	3	8	28	9422	0	0	0
0.833	0	0	84	4	11	28	9422	0	0	0
0.834	0	0	84	5	44	28	9422	0	0	0
0.835	0	0	84	6	29	28	9422	0	0	0
0.836	0	0	84	7	45	28	9422	0	0	0
0.837	0	0	84	8	24	28	9422	0	0	0
0.838	0	0	84	9	14	28	9422	0	0	0
0.839	0	0	84	10	26	28	9422	0	0	0
0.84	0	0	85	1	58	28	9422	0	0	0
0.841	0	0	85	2	4	28	9422	0	0	0
0.842	0	0	85	3	19	28	9422	0	0	0
0.843	0	0	85	4	27	28	9422	0	0	0
0.844	0	0	85	5	61	28	9422	0	0	0
0.845	0	0	85	6	63	28	9422	0	0	0
0.846	0	0	85	7	69	28	9422	0	0	0
0.847	0	0	85	8	47	28	9422	0	0	0
0.848	0	0	85	9	59	28	9422	0	0	0
0.849	0	0	85	10	64	28	9422	0	0	0
0.85	0	0	86	1	33	28	9422	0	0	0
0.851	0	0	86	2	66	28	9422	0	0	0
0.852	0	0	86	3	68	28	9422	0	0	0
0.853	0	0	86	4	40	28	9422	0	0	0
0.854	0	0	86	5	9	28	9422	0	0	0
0.855	0	0	86	6	52	28	9422	0	0	0
0.856	0	0	86	7	10	28	9422	0	0	0
0.857	0	0	86	8	49	28	9422	0	0	0
0.858	0	0	86	9	12	28	9422	0	0	0
0.859	0	0	86	10	46	28	9422	0	0	0
0.86	0	0	87	1	7	28	9422	0	0	0
0.861	0	0	87	2	65	28	9422	0	0	0
0.862	0	0	87	3	42	28	9422	0	0	0
0.863	0	0	87	4	1	28	9422	0	0	0
0.864	0	0	87	5	15	28	9422	0	0	0
0.865	0	0	87	6	16	28	9422	0	0	0
0.866	0	0	87	7	32	28	9422	0	0	0
0.867	0	0	87	8	22	28	9422	0	0	0
0.868	0	0	87	9	28	28	9422	0	0	0
0.869	0	0	87	10	8	28	9422	0	0	0
0.87	0	0	88	1	11	28	9422	0	0	0
0.871	0	0	88	2	44	28	9422	0	0	0
0.872	0	0	88	3	29	28	9422	0	0	0
0.873	0	0	88	4	45	28	9422	0	0	0
0.874	0	0	88	5	24	28	9422	0	0	0
0.875	0	0	88	6	41	28	9422	0	0	0
0.876	0	0	88	7	26	28	9422	0	0	0
0.877	0	0	88	8	58	28	9422	0	0	0
0.878	0	0	88	9	4	28	9422	0	0	0
0.879	0	0	88	10	19	28	9422	0	0	0
0.88	0	0	89	1	27	28	9422	0	0	0
0.881	0	0	89	2	69	28	9422	0	0	0
0.882	0	0	89	3	41	28	9422	0	0	0
0.883	0	0	89	4	61	28	9422	0	0	0
0.884	0	0	89	5	63	28	9422	0	0	0
0.885	0	0	89	6	47	28	9422	0	0	0
0.886	0	0	89	7	59	28	9422	0	0	0
0.887	0	0	89	8	64	28	9422	0	0	0
0.888	0	0	89	9	33	28	9422	0	0	0
0.889	0	0	89	10	41	28	9422	0	0	0
0.89	0	0	90	1	66	28	9422	0	0	0
0.891	0	0	90	2	68	28	9422	0	0	0
0.892	0	0	90	3	40	28	9422	0	0	0
0.893	0	0	90	4	9	28	9422	0	0	0
0.894	0	0	90	5	52	28	9422	0	0	0
0.895	0	0	90	6	10	28	9422	0	0	0
0.896	0	0	90	7	49	28	9422	0	0	0
0.897	0	0	90	8	56	28	9422	0	0	0
0.898	0	0	90	9	56	28	9422	0	0	0
0.899	0	0	90	10	14	28	9422	0	0	0
0.9	0	0	91	1	56	28	9422	0	0	0
0.901	0	0	91	2	15	28	9422	0	0	0
0.902	0	0	91	3	12	28	9422	0	0	0
0.903	0	0	91	4	46	28	9422	0	0	0
0.904	0	0	91	5	7	28	9422	0	0	0
0.905	0	0	91	6	65	28	9422	0	0	0
0.906	0	0	91	7	42	28	9422	0	0	0
0.907	0	0	91	8	1	28	9422	0	0	0
0.908	0	0	91	9	16	28	9422	0	0	0
0.909	0	0	91	10	32	28	9422	0	0	0
0.91	0	0	92	1	22	28	9422	0	0	0
0.911	0	0	92	2	28	28	9422	0	0	0
0.912	0	0	92	3	34	28	9422	0	0	0
0.913	0	0	92	4	5	28	9422	0	0	0
0.914	0	0	92	5	67	28	9422	0	0	0
0.915	0	0	92	6	51	28	9422	0	0	0
0.916	0	0	92	7	54	28	9422	0	0	0
0.917	0	0	92	8	6	28	9422	0	0	0
0.918	0	0	92	9	23	28	9422	0	0	0
0.919	0	0	92	10	25	28	9422	0	0	0
0.92	0	0	93	1	30	28	9422	0	0	0
0.921	0	0	93	2	50	28	9422	0	0	0
0.922	0	0	93	3	2	28	9422	0	0	0
0.923	0	0	93	4	55	28	9422	0	0	0
0.924	0	0	93	5	57	28	9422	0	0	0
0.925	0	0	93	6	60	28	9422	0	0	0
0.926	0	0	93	7	69	28	9422	0	0	0
0.927	0	0	93	8	34	28	9422	0	0	0
0.928	0	0	93	9	8	28	9422	0	0	0
0.929	0	0	93	10	67	28	9422	0	0	0
0.93	0	0	94	1	51	28	9422	0	0	0
0.931	0	0	94	2	11	28	9422	0	0	0
0.932	0	0	94	3	6	28	9422	0	0	0
0.933	0	0	94	4	23	28	9422	0	0	0
0.934	0	0	94	5	25	28	9422	0	0	0
0.935	0	0	94	6	30	28	9422	0	0	0
0.936	0	0	94	7	50	28	9422	0	0	0
0.937	0	0	94	8	13	28	9422	0	0	0
0.938	0	0	94	9	2	28	9422	0	0	0
0.939	0	0	94	10	55	28	9422	0	0	0
0.94	0	0	95	1	5	28	9422	0	0	0
0.941	0	0	95	2	57	28	9422	0	0	0
0.942	0	0	95	3	60	28	9422	0	0	0
0.943	0	0	95	4	44	28	9422	0	0	0
0.944	0	0	95	5	29	28	9422	0	0	0
0.945	0	0	95	6	45	28	9422	0	0	0
0.946	0	0	95	7	24	28	9422	0	0	0
0.947	0	0	95	8	41	28	9422	0	0	0
0.948	0	0	95	9	26	28	9422	0	0	0
0.949	0	0	95	10	34	28	9422	0	0	0
0.95	0	0	96	1	58	28	9422	0	0	0
0.951	0	0	96	2	67	28	9422	0	0	0
0.952	0	0	96	3	51	28	9422	0	0	0
0.953	0	0	96	4	4	28	9422	0	0	0
0.954	0	0	96	5	6	28	9422	0	0	0
0.955	0	0	96	6	23	28	9422	0	0	0
0.956	0	0	96	7	25	28	9422	0	0	0
0.957	0	0	96	8	27	28	9422	0	0	0
0.958	0	0	96	9	30	28	9422	0	0	0
0.959	0	0	96	10	61	28	9422	0	0	0
0.96	0	0	97	1	50	28	9422	0	0	0
0.961	0	0	97	2	63	28	9422	0	0	0
0.962	0	0	97	3	2	28	9422	0	0	0
0.963	0	0	97	4	47	28	9422	0	0	0
0.964	0	0	97	5	59	28	9422	0	0	0
0.965	0	0	97	6	55	28	9422	0	0	0
0.966	0	0	97	7	64	28	9422	0	0	0
0.967	0	0	97	8	57	28	9422	0	0	0
0.968	0	0	97	9	33	28	9422	0	0	0
0.969	0	0	97	10	60	28	9422	0	0	0
0.97	0	0	98	1	66	28	9422	0	0	0
0.971	0	0	98	2	68	28	9422	0	0	0
0.972	0	0	98	3	40	28	9422	0	0	0
0.973	0	0	98	4	56	28	9422	0	0	0
0.974	0	0	98	5	9	28	9422	0	0	0
0.975	0	0	98	6	15	28	9422	0	0	0
0.976	0	0	98	7	52	28	9422	0	0	0
0.977	0	0	98	8	10	28	9422	0	0	0
0.978	0	0	98	9	49	28	9422	0	0	0
0.979	0	0	98	10	12	28	9422	0	0	0
0.98	0	0	99	1	46	28	9422	0	0	0
0.981	0	0	99	2	7	28	9422	0	0	0
0.982	0	0	99	3	65	28	9422	0	0	0
0.983	0	0	99	4	42	28	9422	0	0	0
0.984	0	0	99	5	1	28	9422	0	0	0
0.985	0	0	99	6	16	28	9422	0	0	0
0.986	0	0	99	7	32	28	9422	0	0	0
0.987	0	0	99	8	22	28	9422	0	0	0
0.988	0	0	99	9	28	28	9422	0	0	0
0.989	0	0	99	10	8	28	9422	0	0	0
0.99	0	0	100	1	44	28	9422	0	0	0
0.991	0	0	100	2	11	28	9422	0	0	0
0.992	0	0	100	3	29	28	9422	0	0	0
0.993	0	0	100	4	45	28	9422	0	0	0
0.994	0	0	100	5	24	28	9422	0	0	0
0.995	0	0	100	6	41	28	9422	0	0	0
0.996	0	0	100	7	26	28	9422	0	0	0
0.997	0	0	100	8	58	28	9422	0	0	0
0.998	0	0	100	9	4	28	9422	0	0	0
0.999	0	0	100	10	27	28	9422	0	0	0
