% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.864	0	0	87	5	68	28	9422	0
0.865	0	0	87	6	28	28	9422	0
0.866	0	0	87	7	16	28	9422	0
0.867	0	0	87	8	7	28	9422	0
0.869	0	0	87	10	12	28	9422	0
0.87	0	0	88	1	65	28	9422	0
0.871	0	0	88	2	61	28	9422	0
0.872	0	0	88	3	47	28	9422	0
0.873	0	0	88	4	61	28	4587	0
0.873	0	0	88	4	33	28	4587	0
0.874	0	0	88	5	47	28	9422	0
0.875	0	0	88	6	8	28	9422	0
0.876	0	0	88	7	32	28	9422	0
0.877	0	0	88	8	11	28	4587	0
0.877	0	0	88	8	15	28	4587	0
0.878	0	0	88	9	44	28	9422	0
0.879	0	0	88	10	15	28	9422	0
0.88	0	0	89	1	41	28	9422	0
0.882	0	0	89	3	58	28	9422	0
0.883	0	0	89	4	59	28	9422	0
0.884	0	0	89	5	66	28	4587	0
0.884	0	0	89	5	26	28	4587	0
0.885	0	0	89	6	63	28	9422	0
0.886	0	0	89	7	66	28	9422	0
0.887	0	0	89	8	41	28	9422	0
0.888	0	0	89	9	69	28	9422	0
0.89	0	0	90	1	4	28	9422	0
0.891	0	0	90	2	1	28	9422	0
0.892	0	0	90	3	10	28	9422	0
0.893	0	0	90	4	28	28	4587	0
0.893	0	0	90	4	29	28	4587	0
0.894	0	0	90	5	41	28	9422	0
0.895	0	0	90	6	64	28	4587	0
0.895	0	0	90	6	28	28	4587	0
0.897	0	0	90	8	40	28	9422	0
0.898	0	0	90	9	9	28	9422	0
0.899	0	0	90	10	19	28	9422	0
0.9	0	0	91	1	46	28	9422	0
0.901	0	0	91	2	22	28	4587	0
0.901	0	0	91	2	33	28	4587	0
0.902	0	0	91	3	49	28	9422	0
0.903	0	0	91	4	33	28	9422	0
0.904	0	0	91	5	41	28	4587	0
0.904	0	0	91	5	68	28	4587	0
0.905	0	0	91	6	56	28	9422	0
0.906	0	0	91	7	44	28	4587	0
0.906	0	0	91	7	56	28	4587	0
0.907	0	0	91	8	14	28	9422	0
0.908	0	0	91	9	44	28	4587	0
0.908	0	0	91	9	56	28	4587	0
0.91	0	0	92	1	16	28	9422	0
0.911	0	0	92	2	7	28	9422	0
0.912	0	0	92	3	12	28	9422	0
0.913	0	0	92	4	63	28	4587	0
0.913	0	0	92	4	65	28	4587	0
0.914	0	0	92	5	45	28	9422	0
0.915	0	0	92	6	52	28	3062	0
0.915	0	0	92	6	63	28	3062	0
0.915	0	0	92	6	41	28	3062	0
0.917	0	0	92	8	1	28	9422	0
0.918	0	0	92	9	42	28	9422	0
0.919	0	0	92	10	8	28	9422	0
0.92	0	0	93	1	23	28	9422	0
0.921	0	0	93	2	34	28	9422	0
0.922	0	0	93	3	5	28	9422	0
0.923	0	0	93	4	53	28	9422	0
0.924	0	0	93	5	55	28	4587	0
0.924	0	0	93	5	41	28	4587	0
0.925	0	0	93	6	2	28	9422	0
0.926	0	0	93	7	9	28	4587	0
0.926	0	0	93	7	54	28	4587	0
0.927	0	0	93	8	67	28	4587	0
0.927	0	0	93	8	19	28	4587	0
0.928	0	0	93	9	46	28	3062	0
0.928	0	0	93	9	6	28	3062	0
0.928	0	0	93	9	9	28	3062	0
0.929	0	0	93	10	22	28	3062	0
0.929	0	0	93	10	30	28	3062	0
0.929	0	0	93	10	19	28	3062	0
0.93	0	0	94	1	25	28	4587	0
0.93	0	0	94	1	46	28	4587	0
0.931	0	0	94	2	50	28	4587	0
0.931	0	0	94	2	22	28	4587	0
0.932	0	0	94	3	51	28	9422	0
0.933	0	0	94	4	57	28	9422	0
0.934	0	0	94	5	32	28	4587	0
0.934	0	0	94	5	44	28	4587	0
0.936	0	0	94	7	11	28	9422	0
0.941	0	0	95	2	63	28	9422	0
0.942	0	0	95	3	45	28	9422	0
0.943	0	0	95	4	52	28	9422	0
0.944	0	0	95	5	45	28	9422	0
0.945	0	0	95	6	52	28	4587	0
0.945	0	0	95	6	63	28	4587	0
0.946	0	0	95	7	13	28	9422	0
0.949	0	0	95	10	5	28	9422	0
0.953	0	0	96	4	58	28	9422	0
0.954	0	0	96	5	59	28	4587	0
0.954	0	0	96	5	9	28	4587	0
0.955	0	0	96	6	19	28	4587	0
0.955	0	0	96	6	26	28	4587	0
0.956	0	0	96	7	46	28	9422	0
0.957	0	0	96	8	22	28	4587	0
0.957	0	0	96	8	23	28	4587	0
0.958	0	0	96	9	9	28	9422	0
0.959	0	0	96	10	19	28	4587	0
0.959	0	0	96	10	27	28	4587	0
0.96	0	0	97	1	46	28	4587	0
0.96	0	0	97	1	4	28	4587	0
0.961	0	0	97	2	22	28	4587	0
0.961	0	0	97	2	55	28	4587	0
0.962	0	0	97	3	2	28	9422	0
0.963	0	0	97	4	54	28	9422	0
0.964	0	0	97	5	67	28	9422	0
0.965	0	0	97	6	6	28	9422	0
0.966	0	0	97	7	30	28	9422	0
0.967	0	0	97	8	10	28	9422	0
0.968	0	0	97	9	25	28	9422	0
0.969	0	0	97	10	29	28	9422	0
0.97	0	0	98	1	45	28	4587	0
0.97	0	0	98	1	50	28	4587	0
0.971	0	0	98	2	52	28	4587	0
0.971	0	0	98	2	64	28	4587	0
0.972	0	0	98	3	51	28	9422	0
0.974	0	0	98	5	40	28	4587	0
0.974	0	0	98	5	45	28	4587	0
0.975	0	0	98	6	52	28	4587	0
0.975	0	0	98	6	57	28	4587	0
0.979	0	0	98	10	56	28	9422	0
0.981	0	0	99	2	49	28	9422	0
0.982	0	0	99	3	69	28	9422	0
0.983	0	0	99	4	68	28	9422	0
0.984	0	0	99	5	28	28	9422	0
0.985	0	0	99	6	16	28	9422	0
0.986	0	0	99	7	7	28	9422	0
0.987	0	0	99	8	12	28	4587	0
0.987	0	0	99	8	27	28	4587	0
0.988	0	0	99	9	65	28	9422	0
0.989	0	0	99	10	27	28	9422	0
0.991	0	0	100	2	33	28	9422	0
0.992	0	0	100	3	1	28	9422	0
0.993	0	0	100	4	8	28	9422	0
0.994	0	0	100	5	32	28	9422	0
0.995	0	0	100	6	11	28	9422	0
0.996	0	0	100	7	44	28	9422	0
0.997	0	0	100	8	42	28	9422	0
0.999	0	0	100	10	61	28	9422	0
